,Unnamed: 0,Ambient Temperatue,BearingShaftTemperature,Blade1PitchAngle,Blade2PitchAngle,Blade3PitchAngle,ControlBoxTemperature,GearboxBearingTemperature,GearboxOilTemperature,GeneratorRPM,GeneratorWinding1Temperature,GeneratorWinding2Temperature,HubTemperature,MainBoxTemperature,NacellePosition,RotorRPM,WindDirection,WindSpeed,ActivePower
96120,2019-10-29 12:00:00+00:00,26.89391667,40.40502575,1.460775711,2.005137311,2.005137311,0.0,59.87604638,54.633216000000004,1030.213456,56.28485267,55.41296422,34.996185,37.28653525,151.0,9.241818333,151.0,3.676516478,69.58652513
93985,2019-10-14 16:10:00+00:00,28.44823214,42.24778695,-0.929888542,-0.579887159,-0.579887159,0.0,65.31922945,59.46249759,1317.951614,69.87824341,69.25539627,36.53195086,36.72382632,111.0,11.81302909,111.0,6.2455598,689.654036
81859,2019-07-22 11:10:00+00:00,31.7372297,45.0466987,-1.1001567540000001,-0.39471375399999997,-0.39471375399999997,0.0,69.8896003,61.0902512,1203.7327699999998,75.38309709999999,74.5945825,36.996185,43.924282,345.0,10.7921439,345.0,5.856804875,526.5454095
73403,2019-05-24 17:50:00+00:00,32.372940500000006,46.3697127,-0.8122713,-0.442712389,-0.442712389,0.0,71.79070109999999,60.60036089999999,1499.74899,74.7324954,74.11108840000001,45.2137739,44.918718,354.0,13.455728899999999,354.0,7.55981968,1115.861726
82988,2019-07-30 07:20:00+00:00,30.29083733,41.39868256,50.764969799999996,50.93001255,50.93001255,0.0,69.60947222,66.82495067,507.69517570000005,115.82586670000002,115.40078319999999,30.58932711,38.95953556,332.0,4.549051874,332.0,10.98534375,519.786817
84449,2019-08-09 10:50:00+00:00,32.780049600000005,49.1512068,7.996202955,7.737065585,7.737065585,0.0,81.7914435,70.1773561,1754.59146,124.15393119999999,123.44835459999999,43.9679352,47.21275,344.0,15.72331865,344.0,10.65081932,1722.3176449999999
80809,2019-07-15 04:10:00+00:00,29.55685389,43.90701456,1.884681363,2.506124013,2.506124013,0.0,70.445575,67.24033889,1751.0484,108.9500706,108.47401040000001,34.66327556,39.02104189,345.75,15.70876167,345.75,8.847160639,1662.583556
93754,2019-10-13 01:40:00+00:00,25.6282158,39.51633905,1.554949445,1.91930627,1.91930627,0.0,56.312819999999995,51.88434695,1030.2246599999999,51.38086685,50.65578135,36.0057474,33.87645442,172.0,9.2326868,172.0,3.631804905,69.9676157
75682,2019-06-09 13:40:00+00:00,31.003117,48.2408227,10.94660798,11.09276955,11.09276955,0.0,77.2527993,64.82999889999999,1750.6879600000002,92.41696590000001,91.9970503,44.996185,46.91250720000001,240.625,15.7052701,240.625,12.49334425,1707.95435
85280,2019-08-15 05:20:00+00:00,30.584989500000002,40.92061967,1.205776026,1.142019404,1.142019404,0.0,64.085364,65.02746733,1637.3082,96.5578835,96.0140375,33.32994433,34.425,177.75,14.685145499999999,177.75,7.902420942999999,1473.2385570000001
71323,2019-05-10 07:10:00+00:00,37.645711,47.1196982,0.149149583,0.695163327,0.695163327,0.0,64.1288639,57.790725,1031.2635699999998,70.9866664,70.2211828,40.996185,48.7939995,17.75,9.2491315,17.75,4.282894805,176.2747064
85567,2019-08-17 05:10:00+00:00,29.320686300000002,47.7717593,0.41181054799999994,0.391591863,0.391591863,0.0,77.5490574,65.6607148,1596.19121,97.32383100000001,96.89012840000001,36.996185,42.068774,9.0,14.30271185,9.0,7.90825451,1289.550398
73042,2019-05-22 05:40:00+00:00,35.76655,0.0,0.0,0.0,0.0,0.0,0.0,54.661933999999995,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.8142,0.00022673
97052,2019-11-04 23:20:00+00:00,26.98219178,38.17536275,85.00005,84.999954,84.999954,0.0,49.939856,48.32489444,0.0,46.80988689,46.17661911,36.996185,39.406251,125.2857143,0.0,125.2857143,1.181955478,-4.8728830830000005
83838,2019-08-05 05:00:00+00:00,29.74023278,41.85879411,15.62978419,15.83546008,15.83546008,0.0,71.81293089,68.93893267,1757.1961670000003,119.2196223,118.58443,35.55216444,37.87108189,348.0,15.73364367,348.0,16.67744933,1728.0578280000002
81571,2019-07-20 11:10:00+00:00,32.7641743,43.4049622,-0.444582239,0.21336673399999997,0.21336673399999997,0.0,65.70777650000001,58.6596314,1041.49175,64.21030400000001,63.3569601,37.996185,45.286232,344.6666667,9.3385626,344.6666667,4.657854785,250.7163
982,2019-11-17 17:30:00+00:00,25.953344899999998,41.123501,1.138545028,1.137762697,1.137762697,0.0,60.3948412,55.12954870000001,1029.66525,58.7415708,57.822554000000004,36.9780333,36.1125054,182.0,9.242728699999999,182.0,4.07849975,126.2029811
86991,2019-08-27 02:30:00+00:00,26.820118599999997,42.662482000000004,-1.047156914,-0.5454886999999999,-0.5454886999999999,0.0,68.3284856,59.018743099999995,1285.555,61.0047399,60.2813544,35.996185,38.1824154,338.0,11.50845415,338.0,6.39846484,653.649627
71052,2019-05-08 10:00:00+00:00,37.9002211,53.1245324,3.167841731,3.727118482,3.727118482,0.0,79.60283100000001,68.37968459999999,1687.7653100000002,111.64830249999999,111.08413159999999,46.0023615,52.999846,31.0,15.1385687,31.0,8.493699585,1510.162312
76443,2019-06-14 20:30:00+00:00,28.679213,46.04988055,5.30076093,5.803145145,5.803145145,0.0,72.73047318,67.7631477,1751.75708,118.72015209999999,118.165225,39.77169291,38.20454509,348.0,15.696827599999999,348.0,9.30224449,1718.065195
80155,2019-07-10 15:10:00+00:00,29.860468100000006,51.09667520000001,6.216186659,6.67710841,6.67710841,0.0,80.19488309999998,68.14848559999999,1744.57325,120.21909140000001,119.569773,45.003815,44.44375,334.0,15.65982725,334.0,10.73140923,1699.631685
96089,2019-10-29 06:50:00+00:00,23.25584889,42.55813814,-0.743106264,-0.424437609,-0.424437609,0.0,72.83397286,62.22632322,1528.536244,77.44038989,76.98794711,34.996185,37.79476329,148.0,13.71491272,148.0,7.188449756,1156.384586
77583,2019-06-22 18:30:00+00:00,27.0593576,46.5847468,-0.8284465870000001,-0.333909243,-0.333909243,0.0,66.80547560000001,59.8353293,1077.89292,80.9379885,80.050044,40.003815,39.161083000000005,330.5,9.66779185,330.5,5.234539865,370.712517
92433,2019-10-03 21:30:00+00:00,23.9973705,39.26976571,-0.322883712,0.060241235,0.060241235,0.0,59.80955957,52.47419138,1030.687738,56.54034475,55.659542,36.996185,34.921578000000004,346.5,9.23833325,346.5,4.4150685880000005,250.5907338
73497,2019-05-25 09:30:00+00:00,38.7296341,46.35199420000001,-0.958109568,-0.47922809299999997,-0.47922809299999997,0.0,65.5608164,58.31497339999999,1112.9211699999998,65.83119649999999,65.038196,41.996185,49.50625,64.66666667,9.97361005,64.66666667,5.43642982,414.2317165
96630,2019-11-02 01:00:00+00:00,24.473907500000003,39.7408578,0.01923961,0.507086084,0.507086084,0.0,61.976950699999996,55.0517688,1029.59214,54.90237270000001,54.117753500000006,33.003815,33.5375023,175.0,9.229757300000001,175.0,4.9673840469999995,210.40542319999997
85010,2019-08-13 08:20:00+00:00,32.4860829,50.8275734,0.031261487000000004,0.534626672,0.534626672,0.0,77.7234694,66.1050585,1627.45255,102.19295699999999,101.6910075,41.9931008,45.8864288,207.6,14.6069635,207.6,7.837729535,1330.79255
76865,2019-06-17 18:50:00+00:00,31.981948,45.79189522,8.310834977999999,8.426429761,8.426429761,0.0,71.75598156,68.77597167,1756.6197559999998,117.14591159999999,116.5642378,39.10772,40.18055556,0.0,15.74283311,0.0,10.3055995,1720.8924170000003
80980,2019-07-16 08:40:00+00:00,34.37043920000001,47.0127375,-1.201140066,-0.43915956100000003,-0.43915956100000003,0.0,70.3659395,60.49929100000001,1362.60173,77.4417135,76.7184917,39.994522100000005,46.112432500000004,80.4,12.247803999999999,80.4,6.48784474,758.306206
84790,2019-08-11 19:40:00+00:00,26.880477000000003,50.1222845,6.592603655,6.663938475,6.663938475,0.0,79.58758399999999,67.2225875,1759.2474100000002,117.1734115,116.5689973,42.994338,41.193484999999995,342.0,15.7905337,342.0,10.22855936,1721.5838600000002
79966,2019-07-09 07:40:00+00:00,32.81221333,35.54355286,6.870794666,7.114946773,7.114946773,0.0,57.49495429,68.73621033,1756.4154670000003,118.7368283,118.150795,29.997275,34.11607143,347.0,15.75069367,347.0,10.20022256,1711.279046
81053,2019-07-16 20:50:00+00:00,26.6135219,49.439315,-1.122771868,-0.504696366,-0.504696366,0.0,75.58188609999999,64.1719229,1469.3806,97.2249755,96.6398751,40.003815,39.7939986,354.0,13.1535016,354.0,7.501844815,967.9136375
80818,2019-07-15 05:40:00+00:00,31.678133399999997,49.0689157,-1.0288669259999998,-0.444611364,-0.444611364,0.0,74.4204765,64.257088,1343.73673,96.6715314,96.0398075,39.996185,45.332634399999996,174.0,12.027851,174.0,6.506639755,887.7413365
77150,2019-06-19 18:20:00+00:00,32.01236163,45.44273788,7.746956787999999,8.0572891,8.0572891,0.0,70.68577375,68.85171125,1750.908988,119.31413640000001,118.66770109999999,39.22685213,39.7890625,354.0,15.6999275,354.0,10.08029919,1724.5072879999998
81590,2019-07-20 14:20:00+00:00,32.4686597,43.177494200000005,1.55731468,2.18268505,2.18268505,0.0,60.7718635,56.3250475,1030.1525900000001,58.88166139999999,58.0172233,39.996185,43.33125,335.0,9.234560400000001,335.0,3.23580482,15.93069892
84023,2019-08-06 11:50:00+00:00,29.516537699999997,46.9994476,14.87676625,15.80939835,15.80939835,0.0,80.9004431,69.08625,1759.05235,122.15822040000002,121.4930145,41.996185,42.9130054,345.0,15.7856491,345.0,15.888814000000002,1717.48556
90058,2019-09-17 09:40:00+00:00,25.75758644,35.81124633,-1.126653195,-0.58517411,-0.58517411,0.0,57.534124,57.26366389,1309.564489,63.99018733,63.24018056,27.99833138,32.23438837,5.5,11.74645161,5.5,7.106010744,739.6920805999999
97828,2019-11-10 08:40:00+00:00,32.557891999999995,38.43394711,36.47870301,37.94877363,37.94877363,0.0,50.59506533,49.5092562,125.9234157,44.7863699,44.3141887,37.00688622,44.6484375,87.5,1.093614239,87.5,3.081355367,-5.990858406
135,2019-11-11 20:20:00+00:00,24.8249495,42.42263988,-1.00052,-0.5165853,-0.5165853,0.0,67.16438762,59.0725525,1247.74155,66.64187425,65.89679875,36.003815,34.625,176.2,11.18844175,176.2,6.614036616,599.3187889
79996,2019-07-09 12:40:00+00:00,31.5534234,50.267869299999994,9.65626178,9.67956607,9.67956607,0.0,80.96617049999999,69.194242,1751.47505,119.3303767,118.6817615,44.0039565,46.91875,332.0,15.679222099999999,332.0,12.1735293,1721.26061
81508,2019-07-20 00:40:00+00:00,26.14567078,44.54397275,-1.009923781,-0.41199054,-0.41199054,0.0,69.14034325,58.66925244,1475.639367,71.46316556,70.94472989,37.003815,37.996583,345.75,13.23892611,345.75,7.198310939,993.17204
