,Ambient Temperatue,BearingShaftTemperature,Blade1PitchAngle,Blade2PitchAngle,Blade3PitchAngle,ControlBoxTemperature,GearboxBearingTemperature,GearboxOilTemperature,GeneratorRPM,GeneratorWinding1Temperature,GeneratorWinding2Temperature,HubTemperature,MainBoxTemperature,NacellePosition,RotorRPM,WindDirection,WindSpeed,ActivePower
2019-11-11 02:10:00+00:00,25.03533656,40.08287989,1.325033318,1.808882679,1.808882679,0,57.56652611,52.5871941,1030.27128,51.30529,50.5968867,35.00797422,33.73611111,160,9.2407911,160,3.899957758,91.20360695
2019-11-11 02:20:00+00:00,25.27308789,40.083517,1.611198026,2.094984553,2.094984553,0,57.07931275,52.39132711,1029.570111,50.95854611,50.254705,35.00546863,33.9140625,160,9.241098111,160,3.280184026,57.16817411
2019-11-11 02:30:00+00:00,25.47716789,40.0391565,1.639144517,2.123270189,2.123270189,0,56.72062775,52.21114211,1030.059733,50.719939,49.99867089,35.00544913,34.0703125,163,9.23167,163,3.304366517,45.41513565
2019-11-11 02:40:00+00:00,25.6108425,39.9883605,8.175050676,8.573163982,8.573163982,0,55.9339382,51.8929733,829.150791,50.4561724,49.73559,35.0074899,34.285025,166.75,7.449895615,166.75,2.837382188,12.18649551
2019-11-11 02:50:00+00:00,25.94559913,39.478942,48.92935359,45.18947042,45.18947042,0,53.95448567,50.50873163,86.2747845,50.2347735,49.601186,34.99601283,35.23958333,178,0.75158023,178,2.965279875,-5.3853202
2019-11-11 03:00:00+00:00,26.183658,39.12998738,36.94924577,36.94945972,36.94945972,0,53.2521415,50.8697571,138.0988884,49.7676815,49.242434,34.99615975,36.132258,175,1.181924073,175,3.194743619,-5.787002281
2019-11-11 03:10:00+00:00,26.5754437,39.3197957,3.857436421,3.857697679,3.857697679,0,54.9967246,52.0743191,1036.38078,48.2775417,47.9151402,34.998474,36.8000533,166,9.2814541,166,2.860931453,-6.173636216
2019-11-11 03:20:00+00:00,26.862015,39.70825225,2.1432498,2.49257,2.49257,0,56.38163938,52.60560122,1030.199756,47.60667556,47.30065022,35.01433713,36.75,160,9.238205889,160,2.754927656,10.575847
2019-11-11 03:30:00+00:00,27.130781,39.85938133,14.28326786,11.59056315,11.59056315,0,56.69723644,52.90069544,663.6936256,49.965746,49.42020011,35.02324856,36.18031363,160,5.920232211,160,3.092699829,0.712130629
2019-11-11 03:40:00+00:00,27.30685444,39.47236775,44.94687754,40.31497175,40.31497175,0,54.1844845,51.56466189,97.21616533,50.46893456,49.90854589,35.003815,36.8984375,161.5,0.858683484,161.5,2.98536655,-8.165948328
2019-11-11 03:50:00+00:00,27.257912,39.0968956,34.13348063,34.13333451,34.13333451,0,52.1168084,50.9155574,123.7549462,50.0029765,49.5287005,35.003815,37.61875,163,1.113560366,163,2.979904865,-8.657195315
2019-11-11 04:00:00+00:00,27.33899413,38.77785883,29.36871058,29.39669222,29.39669222,0,50.87319067,50.32866738,349.178893,49.4090455,49.003628,35.003815,38.125,153.5,3.071712505,153.5,3.307984885,-0.804420874
2019-11-11 04:10:00+00:00,27.47339767,39.004303,1.423535218,1.907510189,1.907510189,0,52.82377788,50.67565456,1030.4096,48.78764211,48.33136611,35.01321413,37.63235463,154,9.240221444,154,3.674052505,66.72634184
2019-11-11 04:20:00+00:00,27.4090539,39.2628099,0.366949457,0.850494794,0.850494794,0,55.8199933,51.0349589,1030.1117,49.7271298,49.1113033,35.9880177,36.9083015,146.3333333,9.2405283,146.3333333,4.077126142,180.525056
2019-11-11 04:30:00+00:00,27.2870468,39.42713478,-0.648358281,-0.147081323,-0.147081323,0,58.23982989,51.660848,1045.13045,51.4014975,50.7049731,35.99598011,36.98609889,140,9.3741505,140,4.758831368,298.0567016
2019-11-11 04:40:00+00:00,27.31266589,39.58142122,-0.702816091,-0.198024897,-0.198024897,0,59.62193967,52.26308022,1065.677311,53.03002178,52.30418389,35.996185,37.27771333,137,9.569673778,137,5.392115595,332.74084
2019-11-11 04:50:00+00:00,27.4746857,39.71237278,-0.714944342,-0.176386667,-0.176386667,0,60.11025833,52.820749,1042.87057,54.3504935,53.5707958,35.996185,37.79166667,138.4285714,9.3491789,138.4285714,5.158499889,294.8745044
2019-11-11 05:00:00+00:00,27.92127667,39.8021005,-0.740383331,-0.241749908,-0.241749908,0,60.8730205,53.34431678,1080.058133,55.35332833,54.53869956,35.99597762,38.09101538,161,9.661697778,161,5.248331426,347.8178316
2019-11-11 05:10:00+00:00,27.8347099,40.0143247,-0.952079876,-0.459392727,-0.459392727,0,63.0150497,54.1461155,1167.10082,57.4866099,56.7149624,35.996185,38.2625,163,10.47941,163,5.686363026,508.2459574
2019-11-11 05:20:00+00:00,27.828576,40.15969357,-0.723046457,-0.258610878,-0.258610878,0,63.203382,54.94151038,1074.302313,58.64928388,57.89220463,35.996185,38.54252457,148.5,9.623118125,148.5,5.414299789,382.1900453
2019-11-11 05:30:00+00:00,28.2445367,40.2025659,-0.278089303,0.244491699,0.244491699,0,62.8377154,55.2321311,1082.70337,58.7860991,57.9821161,35.9961518,38.8375,157.7692308,9.71198095,157.7692308,5.063789295,298.2800004
2019-11-11 05:40:00+00:00,28.647647,40.15607243,14.3542871,14.58198714,14.58198714,0,61.31660629,55.127354,786.14638,58.38678,57.60768,35.71627329,39.16071429,167.6666667,7.03109537,167.6666667,4.330229271,105.0405338
2019-11-11 05:50:00+00:00,28.6692078,40.2127694,-0.45041091,0.033571558,0.033571558,0,62.7653344,55.8445999,1068.60197,58.2419147,57.5097637,35.994564,39.33125,172,9.584707,172,4.974477583,302.4613556
2019-11-11 06:00:00+00:00,28.728278,40.32838363,-0.173867807,0.307990464,0.307990464,0,62.98115488,56.04815811,1060.280944,58.65308789,57.87706522,35.996185,39.26564938,176.125,9.5116485,176.125,4.708215711,269.0604928
2019-11-11 06:10:00+00:00,28.8348196,40.423054,-0.497752699,0.007497007,0.007497007,0,63.30560667,56.2953904,1044.93759,59.2428128,58.4409371,35.996185,39.32765578,188,9.3729611,188,4.756894605,262.9866145
2019-11-11 06:20:00+00:00,29.11596878,40.46763925,0.460057329,0.942725849,0.942725849,0,62.811596,56.393424,1031.270678,59.03111956,58.21986744,35.996185,39.46875,166.8,9.242014722,166.8,4.267305068,154.7300694
2019-11-11 06:30:00+00:00,29.2360614,40.5430366,0.125011947,0.677583341,0.677583341,0,62.9644089,56.4612298,1043.08443,59.0232735,58.2070288,35.996185,39.5782537,178.6666667,9.3509772,178.6666667,4.552568205,224.1516293
2019-11-11 06:40:00+00:00,29.52553525,40.58191533,0.762688011,1.246456944,1.246456944,0,62.257518,56.38299125,1030.193537,58.6961965,57.8863825,35.996185,39.675986,182,9.231081125,182,3.732889237,121.3474889
2019-11-11 06:50:00+00:00,29.7591385,40.6322367,1.050439966,1.498968956,1.498968956,0,62.1292843,56.3715877,1030.44835,58.4603471,57.6657682,36.0047488,39.8027412,183,9.2354369,183,3.8363293,102.0575145
2019-11-11 07:00:00+00:00,29.83612878,40.69075788,3.311303217,3.769375756,3.769375756,0,61.80928525,56.31627333,991.5653,58.04251089,57.24595856,36.0117195,39.875,170.5,8.900574178,170.5,3.851741937,122.2823468
2019-11-11 07:10:00+00:00,30.09430789,40.62178744,6.249320847,6.580419105,6.580419105,0,60.66154722,55.97155156,920.6111989,57.16944611,56.46327122,36.02945611,40.30007844,182.5,8.227460844,182.5,3.922978795,47.30177669
2019-11-11 07:20:00+00:00,30.38577356,40.62154025,22.56351022,22.78657158,22.78657158,0,60.173149,55.67169578,488.481883,56.78009133,56.09401678,36.50812888,40.328125,157,4.318915889,157,2.999752495,5.414999463
2019-11-11 07:30:00+00:00,30.1319241,40.2720155,13.56128886,13.83279221,13.83279221,0,58.2318421,54.8196649,675.941625,56.0894461,55.4982317,36.0068278,41.20625,147,6.06146771,147,3.624189363,34.26151004
2019-11-11 07:40:00+00:00,30.552434,40.26107225,21.90731654,21.99808022,21.99808022,0,57.98872638,54.65274089,561.4986133,55.07615256,54.53970111,36.286618,41.203114,148,5.047647556,148,3.466084053,0.374729126
2019-11-11 07:50:00+00:00,30.38822957,40.2215272,21.666527,21.87761039,21.87761039,0,57.6261684,54.49174014,738.8023857,53.99949171,53.51491186,36.4010022,41.035278,156.3333333,6.592425571,156.3333333,3.560658647,37.70336086
2019-11-11 08:00:00+00:00,30.3536826,40.30666456,4.039107438,4.396072427,4.396072427,0,58.95190911,54.4094361,893.7251826,53.5221662,53.0177236,36.84508356,40.75694444,161.5,7.996021557,161.5,3.877041937,123.0073703
2019-11-11 08:10:00+00:00,30.46935678,40.384995,13.94116276,14.18301388,14.18301388,0,58.9366465,54.43500311,866.2025222,53.56949,52.99436867,36.99511363,40.6640625,156.1428571,7.772886244,156.1428571,3.662149783,45.45779903
2019-11-11 08:20:00+00:00,30.52280144,40.41367513,22.71146228,22.89032748,22.89032748,0,58.69900788,54.26819533,523.2117889,53.53031222,52.93025522,36.99281213,40.765625,159.1428571,4.691998489,159.1428571,3.439673553,16.28330738
2019-11-11 08:30:00+00:00,30.6804909,39.9861364,40.7382672,38.98707691,38.98707691,0,55.8427521,53.3078749,109.5452795,53.1019346,52.5803025,36.990033,41.7375,161.8,0.968714107,161.8,3.2597104,-8.214652232
2019-11-11 08:40:00+00:00,30.749597,39.93103873,6.768101162,7.090581054,7.090581054,0,56.63495118,53.49652733,781.8691797,52.57236117,52.0962285,36.90081627,41.81818145,168.25,6.980160758,168.25,3.314366494,65.21396249
2019-11-11 08:50:00+00:00,30.94507995,39.84931955,38.23303715,38.23295192,38.23295192,0,55.6056415,52.71084195,106.5767913,52.33511845,51.8462971,36.99609025,41.7215854,152,0.92197019,152,3.368284068,-8.395369005
2019-11-11 09:00:00+00:00,30.9160653,39.6210353,11.26984685,14.71178462,14.71178462,0,54.5126907,52.38706415,584.5813816,51.75136275,51.3024676,36.99563495,42.34275005,173.2,5.174482304,173.2,3.369894563,15.74457867
2019-11-11 09:10:00+00:00,31.03756195,39.79789035,24.20999785,24.40328576,24.40328576,0,55.22068785,52.43843285,473.4537205,51.51875945,51.0021804,36.996185,41.5745837,169,4.2618642,169,2.881216467,-1.144774339
2019-11-11 09:20:00+00:00,31.1830092,39.54171305,26.16469998,23.90909742,23.90909742,0,53.94556175,51.9932812,328.6543927,51.1713644,50.68913385,36.996185,42.32237221,160,2.899347246,160,2.876968284,-5.632668684
2019-11-11 09:30:00+00:00,30.7910313,39.8084211,0.720940214,1.204158916,1.204158916,0,57.4438102,53.12556505,1029.90251,51.3916787,50.8795579,37.33847755,41.92608485,157.375,9.2455663,157.375,4.217605026,148.6457185
2019-11-11 09:40:00+00:00,30.84914621,39.916568,28.12144766,28.242605,28.242605,0,56.22322039,52.52776463,353.6214747,52.27729432,51.63094105,37.39008106,41.44990461,165.5714286,3.185300873,165.5714286,3.389283156,-7.448997089
2019-11-11 09:50:00+00:00,30.991047,39.571484,32.0698536,32.06974939,32.06974939,0,53.7814778,51.7115236,209.1192655,51.8378468,51.2698728,37.003815,42.4437504,184.1666667,1.827534714,184.1666667,3.493157784,-8.663178147
2019-11-11 10:00:00+00:00,30.88621988,39.74164886,2.801742515,3.069343428,3.069343428,0,55.154397,52.10928638,1034.57555,50.63665625,50.1806665,37.85433329,42.390625,140.1428571,9.283450938,140.1428571,3.5181943,15.44554411
2019-11-11 10:10:00+00:00,31.21916267,39.7174135,42.53779951,43.70200679,43.70200679,0,54.12880925,51.34338911,112.4569808,50.74311344,50.24546222,37.31349988,42.05355671,145.2,0.93701817,145.2,2.775763005,-8.197921479
2019-11-11 10:20:00+00:00,31.2250877,39.3468589,40.98358426,40.98337302,40.98337302,0,52.1027165,50.6916588,86.2510489,50.4928014,50.0289673,37.0055331,42.85625,165.25,0.702418328,165.25,2.761978811,-8.129990363
2019-11-11 10:30:00+00:00,31.03327222,39.1325695,35.04419149,33.48461539,33.48461539,0,51.35630675,50.43284267,218.2261696,50.02906978,49.62534833,37.00883213,43.296875,151.4,1.879573279,151.4,3.182577633,-6.876067128
2019-11-11 10:40:00+00:00,31.16200022,39.3104565,19.93688921,22.4049081,22.4049081,0,53.9338455,51.37250456,623.3627411,49.80937967,49.37385344,37.99124813,42.86711213,160,5.617381778,160,3.431049885,17.2248456
2019-11-11 10:50:00+00:00,30.99038285,39.4372508,4.297592744,4.64693945,4.64693945,0,54.794887,51.75665085,900.7338128,50.15317735,49.66241055,37.9257202,42.5562462,172.7,8.071320333,172.7,3.465894311,41.94715875
2019-11-11 11:00:00+00:00,30.49566635,39.78758105,0.564885314,1.050018453,1.050018453,0,56.61588885,52.1010956,1029.79446,51.5825625,50.937718,37.996185,41.3992499,163.75,9.23098105,163.75,4.126273558,132.9089601
2019-11-11 11:10:00+00:00,30.37217363,40.02691733,1.262414022,1.746749233,1.746749233,0,57.47237589,52.45619921,1029.898716,52.95084805,52.21173374,37.996185,40.89639961,156,9.234620553,156,3.815833189,95.49345865
2019-11-11 11:20:00+00:00,30.2965469,40.22306478,1.616122253,2.099800742,2.099800742,0,56.86200244,52.4815915,1030.06772,53.5427314,52.772155,38.00265833,40.66999267,150,9.2334255,150,3.523941942,63.37558874
2019-11-11 11:30:00+00:00,30.09469467,40.34624875,1.552418987,2.036333653,2.036333653,0,56.91584375,52.59888556,1029.906433,53.952564,53.17001422,38.00668425,40.538735,156.4,9.237551611,156.4,3.694405111,76.97526479
2019-11-11 11:40:00+00:00,29.8096253,40.4456044,0.644687752,1.128353696,1.128353696,0,58.0495188,52.8369283,1030.13422,54.4552662,53.669167,38.0249666,40.3654985,164.5,9.2409038,164.5,4.133944283,146.3465894
2019-11-11 11:50:00+00:00,29.48295825,40.58382743,0.026506046,0.621458501,0.621458501,0,59.37137543,53.22219388,1033.374688,55.15128738,54.35785675,38.22368086,40.23186814,166,9.2703085,166,4.508255317,200.9253644
2019-11-11 12:00:00+00:00,29.35660178,40.66775075,-0.547639399,0.052691795,0.052691795,0,60.32069925,53.62071689,1031.489,56.13266233,55.34885389,38.80109863,40.15959313,166,9.2581495,166,4.797421944,268.2058417
2019-11-11 12:10:00+00:00,29.2501103,40.7978266,0.091457239,0.57550002,0.57550002,0,60.5321645,54.0061052,1030.12525,56.6749617,55.88631,38.6804651,40.1124664,166,9.2418993,166,4.615957695,199.4867495
2019-11-11 12:20:00+00:00,29.21254789,40.882409,0.296416,0.780427108,0.780427108,0,60.55288888,54.21079078,1030.0801,56.79523656,56.01201078,38.41479475,40.01276163,166,9.233632556,166,4.500864795,177.7382068
2019-11-11 12:30:00+00:00,29.145775,40.953522,0.747671545,1.230725575,1.230725575,0,60.26704163,54.28731122,1029.820756,56.72495122,55.92800578,38.96242438,39.890625,166,9.231730278,166,4.3976698,135.7257022
2019-11-11 12:40:00+00:00,29.150775,41.0008581,0.947385984,1.430766461,1.430766461,0,59.6604532,54.2976457,1030.14533,56.603682,55.7902853,38.9877701,39.7051666,163,9.2301047,163,4.104716489,118.4569311
2019-11-11 12:50:00+00:00,29.08541589,41.05368475,1.247424217,1.730137932,1.730137932,0,59.30735488,54.314462,1029.983622,56.45932333,55.64446667,38.987548,39.5078125,157,9.2316825,157,3.942184016,94.70303563
2019-11-11 13:00:00+00:00,29.00093725,41.08196486,1.409714753,1.893056563,1.893056563,0,58.79792857,54.1778805,1029.951363,56.25129863,55.431561,38.99203786,39.36607143,155.2,9.236326625,155.2,4.044278789,86.64016374
2019-11-11 13:10:00+00:00,29.02426333,41.125676,1.075087,1.558305728,1.558305728,0,59.18797278,54.22021678,1029.874367,56.23774722,55.40462222,38.99570744,39.15572611,151,9.236467778,151,4.305866417,110.2964709
2019-11-11 13:20:00+00:00,29.0542086,41.17912989,1.464908658,1.947715332,1.947715332,0,58.74700267,54.1113766,1030.16894,56.17917,55.3372342,38.99402744,38.97222222,151,9.2348338,151,3.691731353,81.45132616
2019-11-11 13:30:00+00:00,29.05208867,41.22556863,1.682002328,2.166101533,2.166101533,0,58.33546925,53.976912,1030.091044,56.062774,55.20976389,38.99350463,38.821352,151,9.238590778,151,3.624316539,59.66056567
2019-11-11 13:40:00+00:00,28.963508,41.26209956,1.678187571,2.161254741,2.161254741,0,57.96965056,53.80979956,1030.022344,55.95897189,55.110255,38.99386778,38.67359889,151,9.235784389,151,3.681152818,60.90800206
2019-11-11 13:50:00+00:00,28.85547056,41.29447225,1.038010369,1.522040578,1.522040578,0,58.32630488,53.80669211,1029.931089,56.03100956,55.16458722,38.99609938,38.52535963,160,9.234247556,160,4.273794272,117.368873
2019-11-11 14:00:00+00:00,28.6930683,41.3367373,0.677549333,1.160185197,1.160185197,0,59.2659376,53.9470331,1029.96982,56.3000865,55.4218185,38.9958099,38.3832314,160,9.2318188,160,4.350562958,141.9539151
2019-11-11 14:10:00+00:00,28.61257611,41.3733485,-0.045934856,0.437651706,0.437651706,0,60.30703,54.199265,1030.093944,56.78987122,55.89875556,38.99610638,38.2890625,162.5,9.236205222,162.5,4.912205682,217.0621824
2019-11-11 14:20:00+00:00,28.43608778,41.41379689,-0.173159008,0.310569726,0.310569726,0,61.01755967,54.48390644,1030.186922,57.54316644,56.64559944,38.995689,38.25,166,9.237736333,166,4.934494547,229.8450268
2019-11-11 14:30:00+00:00,28.40592925,41.42750243,-0.416673846,0.066905531,0.066905531,0,61.27619443,54.71927113,1030.004063,57.99719575,57.09117975,38.99596286,38.224755,171.4,9.230152,171.4,5.007594161,254.8895378
2019-11-11 14:40:00+00:00,28.3790804,41.4647289,-0.67518554,-0.191145786,-0.191145786,0,61.7714592,54.9932634,1030.17022,58.7681237,57.8569023,38.9956099,38.1875,175,9.2405221,175,5.326383089,276.0485983
2019-11-11 14:50:00+00:00,28.38875522,41.4960925,-0.755414094,-0.272308759,-0.272308759,0,62.07303575,55.204235,1029.996422,59.48216211,58.574173,38.99563238,38.18788963,171.25,9.236240444,171.25,5.464994532,289.6303768
2019-11-11 15:00:00+00:00,28.27409456,41.52580944,-0.942554133,-0.42300135,-0.42300135,0,62.28329689,55.44243378,1030.0226,60.055613,59.13418778,38.96571522,38.13955711,166,9.2327435,166,5.0674314,306.0028416
2019-11-11 15:10:00+00:00,28.15755978,41.55457675,-1.013630229,-0.5278507,-0.5278507,0,62.59679438,55.68977578,1033.136678,60.80114911,59.868526,38.01731738,38.12498813,166,9.259196167,166,5.132658612,320.3935141
2019-11-11 15:20:00+00:00,27.98859189,41.58626922,-0.940978917,-0.309500088,-0.309500088,0,62.71413389,55.84564733,1029.818033,61.26366678,60.33852067,38.00552875,38.125,166,9.236979444,166,5.334047168,295.4987753
2019-11-11 15:30:00+00:00,27.9645834,41.60531678,-0.432724923,0.050861361,0.050861361,0,62.69684767,55.9759735,1030.18365,61.3910737,60.4582078,38.003815,38.09729467,166,9.2362177,166,5.308566433,264.0489611
2019-11-11 15:40:00+00:00,27.82894078,41.60328738,-0.718990614,-0.219693817,-0.219693817,0,62.8619075,56.10888667,1034.542744,61.40072178,60.47581978,38.003815,38.015625,166,9.2801205,166,5.181678821,291.7930505
2019-11-11 15:50:00+00:00,27.63975678,41.67513544,-1.011584437,-0.5276598,-0.5276598,0,63.75643111,56.31824378,1103.811889,62.02388067,61.12244856,38.003815,37.87477333,166,9.899901722,166,5.598478711,412.1126963
2019-11-11 16:00:00+00:00,27.38069456,41.77800588,-1.011559978,-0.5276598,-0.5276598,0,64.80849288,56.70047111,1147.869922,62.88618911,62.02477167,38.003815,37.78260575,166,10.28564961,166,5.81654425,440.73062
2019-11-11 16:10:00+00:00,27.11847711,41.86671425,-1.01157538,-0.5276598,-0.5276598,0,65.49398513,57.11203867,1153.868356,63.61005578,62.766888,38.003815,37.73611111,166,10.35159789,166,5.635383189,479.2267717
2019-11-11 16:20:00+00:00,26.86353267,41.87240063,-1.011577629,-0.527650246,-0.527650246,0,65.1621215,57.42216467,1083.160233,63.81862311,62.96153678,37.99954371,37.664063,166,9.712377389,166,5.566164459,378.2193494
2019-11-11 16:30:00+00:00,26.6872873,41.8954626,-1.01156582,-0.527647858,-0.527647858,,65.5317314,57.5671818,1129.00715,64.103096,63.2235612,37.5206831,37.6031075,,10.1366417,,5.70336487,438.6889825
2019-11-11 16:40:00+00:00,26.54194411,41.99282663,-1.012607949,-0.526482323,-0.526482323,0,66.98867437,57.90871144,1281.814322,64.89433056,64.06376478,37.01013413,37.472805,166,11.48758439,166,6.294447142,631.5075216
2019-11-11 16:50:00+00:00,26.365931,42.39931375,-0.999557358,-0.515496983,-0.515496983,0,68.9688105,58.70387789,1337.447044,66.467635,65.72527856,37.68927713,37.3516015,171.7,12.00467078,171.7,6.746455317,750.1419083
2019-11-11 17:00:00+00:00,26.1791237,42.6682743,-1.0073938,-0.52484345,-0.52484345,0,68.8400958,59.1410842,1294.45838,67.403495,66.6868185,37.9732625,37.0965073,172,11.61875975,172,6.479984037,678.29667
2019-11-11 17:10:00+00:00,26.02635788,42.68645633,-1.0073938,-0.52484345,-0.52484345,0,68.00714333,58.98311825,1321.265438,67.42881613,66.69653437,37.333804,36.7085355,172,11.83931631,172,6.661210961,707.6512928
2019-11-11 17:20:00+00:00,25.91015667,42.78183533,-1.0073938,-0.52484345,-0.52484345,0,68.07375378,59.01814178,1326.353578,67.68235589,66.96685167,37.82522367,36.50013989,172,11.88749461,172,6.470036689,727.9426384
2019-11-11 17:30:00+00:00,25.78263267,42.8692805,-1.0073938,-0.52484345,-0.52484345,0,68.38728425,59.20900133,1374.858767,68.04564278,67.35935333,37.300279,36.2536828,172,12.32528111,172,6.860515553,818.42314
2019-11-11 17:40:00+00:00,25.70870267,43.20884078,-1.0073938,-0.52484345,-0.52484345,0,69.754549,59.53451833,1416.580467,68.96320389,68.32586711,37.015067,36.06930622,172,12.70392322,172,7.134733128,895.8014472
